BS_Tilt,BS_Azimuth,BS_Height,Distance,UE_Azimuth,UE_Tilt,RS_CIN_DL,RSRP,UE_Clutter,LOS,First_Diffraction,Last_Diffraction,Indoor_Path,Outdoor_Path,Penetrations_BT1,Penetration_Distance_BT1,Percent_Propagation_Path_BT1,Penetrations_BT2,Penetration_Distance_BT2,Percent_Propagation_Path_BT2,Penetrations_Trees,Penetration_Distance_Trees,Percent_Propagation_Path_Trees,Penetrations_Bridge,Penetration_Distance_Bridge,Percent_Propagation_Path_Bridge,Total_Penetrations,Propagation_Path,Log_Propagation_Path,BS_X,BS_Y,BS_Z,UE_X,UE_Y,UE_Z,Manhattan_Distance,Pathloss,BS_Clutter
0,59,32,671.07,225.54,-2.8578,4.3084,-82.586,10,0,0,0,82.269,587.75,0,0,0,3,82.269,100,0,0,0,0,0,0,3,670.02,2.8261,5.9526e+05,5.6327e+06,94,5.9574e+05,5.6332e+06,60.5,949,121.56,1
0,59,32,684.69,226.42,-2.8011,8.3768,-73.399,10,0,0,0,10.925,672.66,0,0,0,1,10.925,100,0,0,0,0,0,0,1,683.58,2.8348,5.9526e+05,5.6327e+06,94,5.9576e+05,5.6332e+06,59.5,968,112.38,1
0,175,29,398.11,314.69,-1.6546,0.84444,-86.961,5,0,353.81,0,41.151,356.37,0,0,0,4,41.151,100,0,0,0,0,0,0,4,397.52,2.5994,5.9555e+05,5.6335e+06,73,5.9583e+05,5.6332e+06,60.5,563,125.94,1
0,175,29,436.52,309.05,-1.6403,11.574,-75.649,5,1,133.21,0,0,435.76,0,0,0,0,0,100,0,0,0,0,0,0,0,435.76,2.6392,5.9555e+05,5.6335e+06,73,5.9589e+05,5.6332e+06,60.5,614,114.63,1
0,175,29,480.09,303.79,-1.4915,14.31,-78.211,5,1,77.757,0,0,479.15,0,0,0,0,0,97.81,0,0,2.1898,0,0,0,0,479.15,2.6805,5.9555e+05,5.6335e+06,73,5.9595e+05,5.6332e+06,59.5,666,117.19,1
0,175,29,614.93,296.98,-0.97824,4.4315,-83.899,5,1,194.1,0,0,613.55,0,0,0,0,0,59.809,0,0,40.191,0,0,0,0,613.55,2.7878,5.9555e+05,5.6335e+06,73,5.961e+05,5.6332e+06,63.5,827,122.88,1
0,175,29,615.85,295.9,-0.88376,7.2426,-84.336,28,1,202.02,0,0,614.44,0,0,0,0,0,55.614,0,0,44.386,0,0,0,0,614.44,2.7885,5.9555e+05,5.6335e+06,73,5.961e+05,5.6332e+06,63.5,823,123.31,1
0,282,29,362.69,79.836,-5.2772,18.495,-78.524,6,0,128.13,0,31.4,330.28,0,0,0,3,31.4,100,0,0,0,0,0,0,3,361.69,2.5583,5.9475e+05,5.6333e+06,61,5.944e+05,5.6332e+06,37.5,421,117.5,4
0,282,29,346.08,81.191,-5.3648,11.985,-85.149,6,0,125.87,0,50.378,294.74,0,0,0,5,50.378,100,0,0,0,0,0,0,5,345.12,2.538,5.9475e+05,5.6333e+06,61,5.9441e+05,5.6332e+06,35.5,395,124.13,4
0,282,29,331.48,79.571,-5.5998,10.679,-86.649,6,0,128.03,0,91.789,238.77,0,0,0,5,91.789,100,0,0,0,0,0,0,5,330.56,2.5192,5.9475e+05,5.6333e+06,61,5.9443e+05,5.6332e+06,27.5,386,125.63,4
0,282,29,164.16,67.81,-10.525,13.647,-59.774,6,1,36.32,0,0,163.75,0,0,0,0,0,100,0,0,0,0,0,0,0,163.75,2.2142,5.9475e+05,5.6333e+06,61,5.946e+05,5.6332e+06,48.5,214,98.75,4
0,282,29,159.15,67.463,-10.849,2.9565,-81.524,6,0,36.447,0,47.382,111.38,0,0,0,4,47.382,100,0,0,0,0,0,0,4,158.76,2.2007,5.9475e+05,5.6333e+06,61,5.9461e+05,5.6332e+06,29.5,208,120.5,4
0,282,29,110.98,57.885,-14.886,19.338,-66.274,5,1,30.203,0,0,110.75,0,0,0,0,0,100,0,0,0,0,0,0,0,110.75,2.0443,5.9475e+05,5.6333e+06,61,5.9466e+05,5.6332e+06,43.5,153,105.25,4
0,282,29,80.623,43.995,-20.098,13.336,-61.149,5,1,69.117,0,0,80.501,0,0,0,0,0,100,0,0,0,0,0,0,0,80.501,1.9058,5.9475e+05,5.6333e+06,61,5.947e+05,5.6332e+06,50.5,114,100.13,4
0,282,29,70.803,36.384,-22.619,14.942,-70.399,5,1,0,0,0,70.721,0,0,0,0,0,100,0,0,0,0,0,0,0,70.721,1.8495,5.9475e+05,5.6333e+06,61,5.9471e+05,5.6332e+06,31.5,99,109.38,4
0,152,29,78.791,23.962,-19.886,22.991,-68.774,5,1,10.964,0,0,78.74,0,0,0,0,0,100,0,0,0,0,0,0,0,78.74,1.8962,5.9475e+05,5.6333e+06,61,5.9472e+05,5.6332e+06,31.5,104,107.75,4
0,41.6,32,304.54,198.97,-5.5328,6.6052,-78.336,5,0,154.61,0,55.87,248.53,0,0,0,3,55.87,100,0,0,0,0,0,0,3,304.4,2.4834,5.9507e+05,5.6329e+06,72,5.9517e+05,5.6332e+06,42.5,387,117.31,4
0,175,29,374.55,47.922,-4.1992,4.9071,-71.274,5,1,18.314,0,0,373.91,0,0,0,0,0,100,0,0,0,0,0,0,0,373.91,2.5728,5.9555e+05,5.6335e+06,73,5.9527e+05,5.6332e+06,45.5,529,110.25,1
0,41.6,32,390.08,222.19,-3.4475,2.7265,-80.461,27,0,340,0,72.042,317.49,0,0,0,3,72.042,100,0,0,0,0,0,0,3,389.53,2.5905,5.9507e+05,5.6329e+06,72,5.9533e+05,5.6332e+06,62.5,551,119.44,4
0,175,29,241.47,3.5615,-4.1452,13.154,-73.211,27,0,211.36,0,52.641,188.78,0,0,0,1,52.641,100,0,0,0,0,0,0,1,241.42,2.3828,5.9555e+05,5.6335e+06,73,5.9554e+05,5.6332e+06,55.5,256,112.19,1
0,175,29,587.03,294.78,-1.0247,0.51203,-86.461,12,0,246.53,0,1.2759,584.38,0,0,0,1,1.2759,54.357,0,0,45.643,0,0,0,1,585.66,2.7676,5.9555e+05,5.6335e+06,73,5.9608e+05,5.6332e+06,62.5,779,125.44,1
0,44,29,664.46,292.47,-0.6467,13.816,-90.086,28,0,242.07,0,43.23,619.63,0,0,0,2,43.23,54.442,0,0,45.558,0,0,0,2,662.86,2.8214,5.9555e+05,5.6335e+06,73,5.9616e+05,5.6332e+06,66.5,868,129.06,3
0,282,29,379.44,85.011,-5.0455,8.949,-87.586,6,0,126.7,0,98.904,279.46,0,0,0,6,98.904,100,0,0,0,0,0,0,6,378.36,2.5779,5.9475e+05,5.6333e+06,61,5.9438e+05,5.6332e+06,27.5,411,126.56,4
0,282,29,355.93,84.033,-5.3768,6.3917,-69.899,6,0,124.08,0,17.285,337.64,0,0,0,1,17.285,100,0,0,0,0,0,0,1,354.92,2.5501,5.9475e+05,5.6333e+06,61,5.944e+05,5.6332e+06,46.5,391,108.88,4
0,282,29,318.06,82.048,-5.8344,10.994,-70.274,6,0,124.44,0,13.287,303.88,0,0,0,1,13.287,100,0,0,0,0,0,0,1,317.17,2.5013,5.9475e+05,5.6333e+06,61,5.9444e+05,5.6332e+06,47.5,359,109.25,4
0,282,29,191.13,76.691,-9.3586,16.345,-66.586,6,0,36.475,0,19.355,171.26,0,0,0,2,19.355,100,0,0,0,0,0,0,2,190.61,2.2802,5.9475e+05,5.6333e+06,61,5.9457e+05,5.6332e+06,43.5,230,105.56,4
0,152,29,79.057,304.7,-18.531,21.505,-75.586,6,0,66.223,0,28.629,50.275,0,0,0,1,28.629,100,0,0,0,0,0,0,1,78.905,1.8971,5.9475e+05,5.6333e+06,61,5.9482e+05,5.6332e+06,34.5,110,114.56,4
0,152,29,78.772,298.84,-18.594,16.438,-76.086,6,0,62.748,0,28.165,50.435,0,0,0,1,28.165,100,0,0,0,0,0,0,1,78.6,1.8954,5.9475e+05,5.6333e+06,61,5.9482e+05,5.6332e+06,34.5,107,115.06,4
0,314.3,32,323.51,158.99,-6.2622,3.5116,-78.274,6,0,202.34,0,51.158,272.2,0,0,0,6,51.158,100,0,0,0,0,0,0,6,323.36,2.5097,5.9507e+05,5.6329e+06,72,5.9496e+05,5.6332e+06,43.5,418,117.25,4
0,41.6,32,331.97,204.94,-4.7356,10.167,-67.399,5,0,169.92,0,5.0416,326.7,0,0,0,1,5.0416,100,0,0,0,0,0,0,1,331.74,2.5208,5.9507e+05,5.6329e+06,72,5.9521e+05,5.6332e+06,60.5,441,106.38,4
0,41.6,32,351.96,206.49,-4.4677,5.8799,-68.336,5,1,163.03,0,0,351.7,0,0,0,0,0,100,0,0,0,0,0,0,0,351.7,2.5462,5.9507e+05,5.6329e+06,72,5.9523e+05,5.6332e+06,61.5,472,107.31,4
0,175,29,481.09,298.7,-1.6074,13.935,-79.336,12,1,78.792,0,0,480.04,0,0,0,0,0,68.733,0,0,31.267,0,0,0,0,480.04,2.6813,5.9555e+05,5.6335e+06,73,5.9597e+05,5.6332e+06,59.5,653,118.31,1
0,282,29,382.33,87.602,-5.0074,8.6466,-89.461,6,0,44.278,0,83.829,297.42,0,0,0,6,83.829,100,0,0,0,0,0,0,6,381.25,2.5812,5.9475e+05,5.6333e+06,61,5.9437e+05,5.6333e+06,27.5,398,128.44,4
0,282,29,51.4,52.907,-29.007,15.201,-74.461,5,0,29.516,0,24.264,27.038,0,0,0,2,24.264,100,0,0,0,0,0,0,2,51.302,1.7101,5.9475e+05,5.6333e+06,61,5.9471e+05,5.6332e+06,31.5,72,113.44,4
0,314.3,32,403.84,146.82,-5.1645,-0.38147,-78.649,6,0,198.51,0,100.6,302.87,0,0,0,8,100.6,100,0,0,0,0,0,0,8,403.47,2.6058,5.9507e+05,5.6329e+06,72,5.9485e+05,5.6333e+06,35.5,559,117.63,4
0,314.3,32,343.76,159.03,-5.8961,-0.11524,-65.149,6,1,202.29,0,0,343.6,0,0,0,0,0,100,0,0,0,0,0,0,0,343.6,2.536,5.9507e+05,5.6329e+06,72,5.9495e+05,5.6332e+06,50.5,444,104.13,4
0,314.3,32,339.56,163.75,-5.8015,1.1522,-67.399,6,1,334.73,0,0,339.44,0,0,0,0,0,100,0,0,0,0,0,0,0,339.44,2.5308,5.9507e+05,5.6329e+06,72,5.9498e+05,5.6332e+06,57.5,421,106.38,4
0,306,32,575.52,155.57,-5.5083,1.329,-74.024,6,1,0,0,0,575.18,0,0,0,0,0,100,0,0,0,0,0,0,0,575.18,2.7598,5.9526e+05,5.6327e+06,94,5.9503e+05,5.6332e+06,75.5,762,113,1
0,41.6,32,331.76,189.72,-5.2527,9.7348,-69.211,5,0,287.2,0,0,331.68,0,0,0,0,0,100,0,0,0,0,0,0,0,331.68,2.5207,5.9507e+05,5.6329e+06,72,5.9513e+05,5.6332e+06,58.5,383,108.19,4
0,175,29,206.2,12.89,-5.4024,15.678,-70.711,27,0,177.08,0,36.376,169.75,0,0,0,1,36.376,100,0,0,0,0,0,0,1,206.13,2.3141,5.9555e+05,5.6335e+06,73,5.955e+05,5.6333e+06,53.5,247,109.69,1
0,282,29,375.13,88.472,-5.1031,12.412,-82.836,6,0,44.245,0,41.882,332.19,0,0,0,2,41.882,100,0,0,0,0,0,0,2,374.07,2.5729,5.9475e+05,5.6333e+06,61,5.9438e+05,5.6333e+06,39.5,385,121.81,4
0,282,29,297.17,88.072,-6.2414,14.806,-67.711,6,0,44.219,0,80.816,215.51,0,0,0,4,80.816,100,0,0,0,0,0,0,4,296.32,2.4718,5.9475e+05,5.6333e+06,61,5.9446e+05,5.6333e+06,28.5,307,106.69,4
0,282,29,291.03,90.788,-6.372,17.977,-77.649,6,0,45.398,0,102.09,188.11,0,0,0,5,102.09,100,0,0,0,0,0,0,5,290.2,2.4627,5.9475e+05,5.6333e+06,61,5.9446e+05,5.6333e+06,28.5,295,116.63,4
0,41.6,32,353.66,190.26,-4.9291,7.2954,-78.399,5,0,151.26,0,43.501,310.06,0,0,0,2,43.501,100,0,0,0,0,0,0,2,353.56,2.5485,5.9507e+05,5.6329e+06,72,5.9513e+05,5.6333e+06,41.5,411,117.38,4
0,59,32,575.75,200.01,-4.2217,-1.7801,-79.274,27,1,0,0,0,575.46,0,0,0,0,0,100,0,0,0,0,0,0,0,575.46,2.76,5.9526e+05,5.6327e+06,94,5.9546e+05,5.6333e+06,88.5,738,118.25,1
0,175,29,234.64,326.65,-3.7794,19.959,-75.649,27,0,118.29,0,93.127,141.3,0,0,0,3,93.127,100,0,0,0,0,0,0,3,234.42,2.37,5.9555e+05,5.6335e+06,73,5.9568e+05,5.6333e+06,57.5,325,114.63,1
0,175,29,239.8,322.8,-3.6982,10.015,-75.024,27,0,119.77,0,8.7282,230.81,0,0,0,1,8.7282,100,0,0,0,0,0,0,1,239.54,2.3794,5.9555e+05,5.6335e+06,73,5.957e+05,5.6333e+06,78.5,336,114,1
0,175,29,244.92,317.65,-3.6212,15.927,-71.149,27,1,239.37,0,0,244.59,0,0,0,0,0,100,0,0,0,0,0,0,0,244.59,2.3884,5.9555e+05,5.6335e+06,73,5.9572e+05,5.6333e+06,72.5,346,110.13,1
0,44,29,444.76,294.72,-1.8673,10.076,-84.461,12,0,246.44,0,3.1877,440.53,0,0,0,1,3.1877,71.695,0,0,28.305,0,0,0,1,443.72,2.6471,5.9555e+05,5.6335e+06,73,5.9595e+05,5.6333e+06,58.5,590,123.44,3
0,42,29,260.62,266.04,-4.9342,0.10557,-81.836,6,1,234.58,0,0,259.88,0,0,0,0,0,100,0,0,0,0,0,0,0,259.88,2.4148,5.9475e+05,5.6333e+06,61,5.9501e+05,5.6333e+06,65.5,278,120.81,4
0,41.6,32,379.93,189.24,-4.5898,7.9732,-78.274,5,0,283.72,0,49.784,330.05,0,0,0,2,49.784,100,0,0,0,0,0,0,2,379.83,2.5796,5.9507e+05,5.6329e+06,72,5.9513e+05,5.6333e+06,41.5,436,117.25,4
0,175,29,174.11,351.08,-6.3905,28.686,-59.774,27,1,32.981,0,0,174.07,0,0,0,0,0,100,0,0,0,0,0,0,0,174.07,2.2407,5.9555e+05,5.6335e+06,73,5.9558e+05,5.6333e+06,54.5,199,98.75,1
0,175,29,198.6,332.4,-5.0358,6.3057,-73.086,27,0,96.19,0,61.451,137.01,0,0,0,3,61.451,100,0,0,0,0,0,0,3,198.46,2.2977,5.9555e+05,5.6335e+06,73,5.9564e+05,5.6333e+06,56.5,268,112.06,1
0,175,29,191.64,330.63,-5.2177,18.922,-70.711,27,0,95.745,0,63.489,128,0,0,0,2,63.489,100,0,0,0,0,0,0,2,191.49,2.2821,5.9555e+05,5.6335e+06,73,5.9564e+05,5.6333e+06,55.5,261,109.69,1
0,175,29,225.73,320.03,-4.1807,22.645,-73.274,27,0,127.39,0,54.766,170.69,0,0,0,2,54.766,100,0,0,0,0,0,0,2,225.45,2.3531,5.9555e+05,5.6335e+06,73,5.957e+05,5.6333e+06,57.5,318,112.25,1
0,175,29,373.19,298.49,-2.3784,18.521,-74.899,12,1,79.368,0,0,372.37,0,0,0,0,0,92.299,0,0,7.7014,0,0,0,0,372.37,2.571,5.9555e+05,5.6335e+06,73,5.9588e+05,5.6333e+06,58.5,506,113.88,1
0,44,29,455.51,291.78,-1.8232,9.9683,-85.274,12,0,238.43,0,49.242,405.16,0,0,0,1,49.242,77.077,0,0,22.923,0,0,0,1,454.4,2.6574,5.9555e+05,5.6335e+06,73,5.9597e+05,5.6333e+06,58.5,592,124.25,3
0,44,29,540.12,288.23,-1.2197,8.6875,-84.274,12,1,87.66,0,0,538.74,0,0,0,0,0,56.433,0,0,43.567,0,0,0,0,538.74,2.7314,5.9555e+05,5.6335e+06,73,5.9606e+05,5.6333e+06,61.5,682,123.25,3
0,282,29,266.58,97.978,-6.9509,14.313,-61.274,6,1,58.752,0,0,265.84,0,0,0,0,0,100,0,0,0,0,0,0,0,265.84,2.4246,5.9475e+05,5.6333e+06,61,5.9449e+05,5.6333e+06,45.5,301,100.25,4
0,42,29,130.38,249.34,-10.642,4.9558,-73.961,6,0,97.692,0,23.701,106.35,0,0,0,1,23.701,100,0,0,0,0,0,0,1,130.05,2.1141,5.9475e+05,5.6333e+06,61,5.9488e+05,5.6333e+06,36.5,168,112.94,4
0,175,29,257.2,53.219,-5.8826,-0.42547,-78.524,5,0,0,0,52.892,203.81,0,0,0,3,52.892,100,0,0,0,0,0,0,3,256.7,2.4094,5.9555e+05,5.6335e+06,73,5.9534e+05,5.6333e+06,46.5,360,117.5,1
0,175,29,238.03,50.626,-6.3527,10.88,-69.211,5,1,19.066,0,0,237.6,0,0,0,0,0,100,0,0,0,0,0,0,0,237.6,2.3758,5.9555e+05,5.6335e+06,73,5.9537e+05,5.6333e+06,46.5,335,108.19,1
0,175,29,190.69,38.613,-7.3213,6.0709,-78.336,27,0,148.23,0,57.224,133.22,0,0,0,2,57.224,100,0,0,0,0,0,0,2,190.45,2.2798,5.9555e+05,5.6335e+06,73,5.9543e+05,5.6333e+06,48.5,268,117.31,1
0,175,29,254.24,305.88,-3.7133,23.382,-69.711,27,1,112.86,0,0,253.76,0,0,0,0,0,100,0,0,0,0,0,0,0,253.76,2.4044,5.9555e+05,5.6335e+06,73,5.9576e+05,5.6333e+06,63.5,355,108.69,1
0,175,29,264.82,306.09,-3.5652,16.586,-81.274,27,0,128.2,0,84.758,179.57,0,0,0,8,84.758,100,0,0,0,0,0,0,8,264.33,2.4221,5.9555e+05,5.6335e+06,73,5.9576e+05,5.6333e+06,57.5,370,120.25,1
0,175,29,343.09,295.37,-2.5868,12.903,-77.399,12,0,201.65,0,15.384,326.91,0,0,0,1,15.384,93.446,0,0,6.5543,0,0,0,1,342.29,2.5344,5.9555e+05,5.6335e+06,73,5.9586e+05,5.6333e+06,57.5,457,116.38,1
0,44,29,512.33,287.73,-1.5094,9.2181,-83.024,12,1,87.394,0,0,511.01,0,0,0,0,0,59.312,0,0,40.688,0,0,0,0,511.01,2.7084,5.9555e+05,5.6335e+06,73,5.9604e+05,5.6333e+06,60.5,644,122,3
5,183,34,577.75,341.53,-2.5272,4.0941,-85.086,12,0,17.154,0,5.7085,571.81,0,0,0,2,5.7085,42.01,0,0,57.99,0,0,0,2,577.51,2.7616,5.9588e+05,5.6339e+06,87,5.9607e+05,5.6333e+06,61.5,731,124.06,3
5,183,34,599.19,335.45,-2.246,2.3436,-88.024,12,0,13.88,0,1.9796,596.85,0,0,0,1,1.9796,43.802,0,0,56.198,0,0,0,1,598.83,2.7773,5.9588e+05,5.6339e+06,87,5.9613e+05,5.6333e+06,64.5,794,127,3
0,44,29,631.12,283.38,-0.68085,13.729,-91.586,28,0,614.58,0,11.865,617.56,0,0,0,1,11.865,51.178,0,0,48.822,0,0,0,1,629.43,2.7989,5.9555e+05,5.6335e+06,73,5.9616e+05,5.6333e+06,78.5,760,130.56,3
0,282,29,279.2,103.04,-6.8419,18.396,-61.774,6,1,65.169,0,0,278.45,0,0,0,0,0,100,0,0,0,0,0,0,0,278.45,2.4447,5.9475e+05,5.6333e+06,61,5.9448e+05,5.6333e+06,45.5,335,100.75,4
0,42,29,165.85,249.16,-8.0648,17.198,-59.961,6,0,97.67,0,7.9065,157.52,0,0,0,2,7.9065,100,0,0,0,0,0,0,2,165.43,2.2186,5.9475e+05,5.6333e+06,61,5.9491e+05,5.6333e+06,51.5,214,98.938,4
0,41.6,32,417.08,184.12,-4.1824,9.9896,-71.399,5,1,36.499,0,0,417,0,0,0,0,0,100,0,0,0,0,0,0,0,417,2.6201,5.9507e+05,5.6329e+06,72,5.951e+05,5.6333e+06,54.5,446,110.38,4
1,297,29,342.59,66.428,-4.9216,7.9387,-81.211,5,0,242.77,0,58.408,283.34,0,0,0,3,58.408,100,0,0,0,0,0,0,3,341.75,2.5337,5.9555e+05,5.6335e+06,73,5.9524e+05,5.6333e+06,43.5,451,120.19,3
0,41.6,32,465.51,210.03,-3.3808,4.6947,-82.524,5,0,370.59,1.0619,74.162,390.94,0,0,0,4,74.162,100,0,0,0,0,0,0,4,465.1,2.6675,5.9507e+05,5.6329e+06,72,5.953e+05,5.6333e+06,45.5,636,121.5,4
0,175,29,131.14,2.6224,-9.3108,21.716,-68.024,27,0,21.852,0,8.1381,122.98,0,0,0,1,8.1381,100,0,0,0,0,0,0,1,131.11,2.1176,5.9555e+05,5.6335e+06,73,5.9554e+05,5.6333e+06,51.5,137,107,1
0,175,29,235.48,303.22,-4.2502,19.138,-68.774,27,0,77.177,0,4.8527,230.16,0,0,0,1,4.8527,100,0,0,0,0,0,0,1,235.01,2.3711,5.9555e+05,5.6335e+06,73,5.9575e+05,5.6333e+06,62.5,326,107.75,1
0,175,29,291.78,298.67,-3.2366,13.523,-77.961,27,0,78.741,0,15.845,275.3,0,0,0,2,15.845,100,0,0,0,0,0,0,2,291.14,2.4641,5.9555e+05,5.6335e+06,73,5.9581e+05,5.6333e+06,57.5,396,116.94,1
0,175,29,288.19,298.61,-3.2768,14.046,-77.836,27,0,78.665,0,20.446,267.11,0,0,0,4,20.446,100,0,0,0,0,0,0,4,287.56,2.4587,5.9555e+05,5.6335e+06,73,5.958e+05,5.6333e+06,57.5,391,116.81,1
0,44,29,361.77,292.6,-2.4533,15.299,-84.086,12,0,242.27,0,70.801,290.1,0,0,0,2,70.801,86.806,0,0,13.194,0,0,0,2,360.9,2.5574,5.9555e+05,5.6335e+06,73,5.9588e+05,5.6333e+06,57.5,473,123.06,3
5,183,34,563.52,341.69,-2.6924,4.0842,-84.961,12,0,17.156,0,11.418,551.87,0,0,0,2,11.418,42.736,0,0,57.264,0,0,0,2,563.29,2.7507,5.9588e+05,5.6339e+06,87,5.9606e+05,5.6333e+06,61.5,712,123.94,3
5,183,34,577.34,335.65,-2.3309,4.8043,-85.649,12,0,13.856,0,3.9521,573.05,0,0,0,1,3.9521,45.377,0,0,54.623,0,0,0,1,577,2.7612,5.9588e+05,5.6339e+06,87,5.9612e+05,5.6333e+06,63.5,764,124.63,3
0,282,29,171.92,119.25,-10.383,11.767,-78.274,6,1,55.853,0,0,171.55,0,0,0,0,0,100,0,0,0,0,0,0,0,171.55,2.2344,5.9475e+05,5.6333e+06,61,5.946e+05,5.6334e+06,29.5,234,117.25,4
0,42,29,294.68,256.06,-4.1729,2.3547,-82.149,6,0,257.37,0,51.723,242.16,0,0,0,1,51.723,100,0,0,0,0,0,0,1,293.88,2.4682,5.9475e+05,5.6333e+06,61,5.9504e+05,5.6333e+06,51.5,357,121.13,4
0,175,29,230.41,298.23,-4.3433,23.37,-68.961,27,0,79.709,0,4.5981,225.31,0,0,0,1,4.5981,100,0,0,0,0,0,0,1,229.91,2.3615,5.9555e+05,5.6335e+06,73,5.9575e+05,5.6334e+06,61.5,312,107.94,1
0,175,29,321.29,290.97,-2.9399,7.0533,-83.836,12,0,249.2,0,27.223,293.27,0,0,0,3,27.223,96.525,0,0,3.4749,0,0,0,3,320.49,2.5058,5.9555e+05,5.6335e+06,73,5.9585e+05,5.6333e+06,57.5,415,122.81,1
0,44,29,428.57,285.98,-2.0713,10.739,-83.711,12,0,250.7,0,21.012,406.43,0,0,0,1,21.012,70.365,0,0,29.635,0,0,0,1,427.44,2.6309,5.9555e+05,5.6335e+06,73,5.9596e+05,5.6333e+06,57.5,530,122.69,3
0,44,29,525.2,282.87,-1.3634,7.1438,-86.336,12,0,258.34,0,21.898,501.89,0,0,0,1,21.898,56.61,0,0,43.39,0,0,0,1,523.79,2.7192,5.9555e+05,5.6335e+06,73,5.9606e+05,5.6333e+06,60.5,629,125.31,3
5,183,34,601.63,329.43,-1.8564,9.7372,-101.84,28,0,11.5,0,68.881,532.26,0,0,0,2,68.881,59.722,0,0,40.278,0,0,0,2,601.14,2.779,5.9588e+05,5.6339e+06,87,5.9619e+05,5.6333e+06,68.5,824,140.81,3
0,282,29,359.88,105.97,-5.3181,20.84,-74.899,6,0,57.72,0,57.623,301.32,0,0,0,1,57.623,100,0,0,0,0,0,0,1,358.94,2.555,5.9475e+05,5.6333e+06,61,5.9441e+05,5.6334e+06,35.5,445,113.88,4
0,42,29,111.83,218.1,-12.846,10.392,-60.211,6,1,108.96,0,0,111.69,0,0,0,0,0,100,0,0,0,0,0,0,0,111.69,2.048,5.9475e+05,5.6333e+06,61,5.9482e+05,5.6334e+06,60.5,157,99.188,4
0,42,29,118.41,217.45,-12.154,10.135,-60.899,6,1,118.26,0,0,118.26,0,0,0,0,0,100,0,0,0,0,0,0,0,118.26,2.0729,5.9475e+05,5.6333e+06,61,5.9483e+05,5.6334e+06,55.5,166,99.875,4
0,42,29,251.46,247.31,-5.113,11.373,-76.024,6,0,233.54,0,73.341,177.5,0,0,0,4,73.341,100,0,0,0,0,0,0,4,250.84,2.3994,5.9475e+05,5.6333e+06,61,5.9499e+05,5.6334e+06,38.5,329,115,4
1,297,29,303.35,72.939,-5.7415,2.1755,-80.774,5,0,261.29,0,43.562,258.99,0,0,0,1,43.562,100,0,0,0,0,0,0,1,302.55,2.4808,5.9555e+05,5.6335e+06,73,5.9526e+05,5.6334e+06,59.5,379,119.75,3
0,44,29,354.68,285.37,-2.6635,15.582,-79.149,12,0,250.62,0,22.745,331,0,0,0,1,22.745,84.772,0,0,15.228,0,0,0,1,353.75,2.5487,5.9555e+05,5.6335e+06,73,5.9589e+05,5.6334e+06,56.5,436,118.13,3
0,44,29,397.1,282.95,-2.2353,10.704,-80.774,12,0,256.92,0,21.871,374.16,0,0,0,1,21.871,74.925,0,0,25.075,0,0,0,1,396.03,2.5977,5.9555e+05,5.6335e+06,73,5.9594e+05,5.6334e+06,57.5,476,119.75,3
0,44,29,602.22,278.88,-0.80862,-0.071426,-90.961,12,0,147.08,0,32.069,568.49,0,0,0,2,32.069,52.136,0,0,47.864,0,0,0,2,600.56,2.7786,5.9555e+05,5.6335e+06,73,5.9615e+05,5.6334e+06,66.5,688,129.94,3
0,282,29,457,106.13,-4.4418,12.539,-68.961,6,0,57.728,0,9.6086,446.2,0,0,0,1,9.6086,100,0,0,0,0,0,0,1,455.81,2.6588,5.9475e+05,5.6333e+06,61,5.9432e+05,5.6334e+06,38.5,566,107.94,4
0,282,29,356.74,107.62,-5.3647,20.306,-76.774,6,0,57.587,0,65.356,290.47,0,0,0,4,65.356,100,0,0,0,0,0,0,4,355.82,2.5512,5.9475e+05,5.6333e+06,61,5.9441e+05,5.6334e+06,35.5,448,115.75,4
0,282,29,307.72,111.14,-6.2131,9.2969,-78.524,6,0,55.811,0,89.736,217.22,0,0,0,2,89.736,100,0,0,0,0,0,0,2,306.96,2.4871,5.9475e+05,5.6333e+06,61,5.9447e+05,5.6334e+06,27.5,398,117.5,4
0,282,29,210.43,121.2,-8.7797,8.139,-76.274,6,0,55.047,0,23.031,186.96,0,0,0,3,23.031,100,0,0,0,0,0,0,3,209.99,2.3222,5.9475e+05,5.6333e+06,61,5.9457e+05,5.6334e+06,28.5,289,115.25,4
0,42,29,115.74,170.05,-13.833,3.1412,-80.024,6,0,58.776,0,41.001,74.713,0,0,0,2,41.001,100,0,0,0,0,0,0,2,115.71,2.0634,5.9475e+05,5.6333e+06,61,5.9473e+05,5.6334e+06,32.5,134,119,4
0,208,35,393.94,6.9987,-4.138,4.6555,-71.961,6,1,0,0,0,393.85,0,0,0,0,0,100,0,0,0,0,0,0,0,393.85,2.5953,5.9506e+05,5.6338e+06,68,5.9501e+05,5.6334e+06,62.5,439,110.94,4
0,208,35,388.01,4.1382,-4.2009,3.3018,-72.274,6,1,0,0,0,387.94,0,0,0,0,0,100,0,0,0,0,0,0,0,387.94,2.5888,5.9506e+05,5.6338e+06,68,5.9503e+05,5.6334e+06,62.5,415,111.25,4
1,297,29,423.42,81.717,-4.3892,3.3468,-75.461,5,1,0,0,0,422.23,0,0,0,0,0,100,0,0,0,0,0,0,0,422.23,2.6256,5.9555e+05,5.6335e+06,73,5.9513e+05,5.6334e+06,62.5,480,114.44,3
